#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-28T14:34:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
# https://vizier.u-strasbg.fr/viz-bin/VizieR-4
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ615326603ea099	
#INFO	-out.max=99999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=99999
#-order=I
#-nav=cat:IV/22&tab:{IV/22/index}&key:source=IV/22/index&HTTPPRM:&&-ref=VIZ615326603ea099&-out.max=99999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=IV/22/index&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=FK5&-out=RAJ2000&-out=pmRA&-out=DEJ2000&-out=pmDE&-out=Vmag&-out=Sp&-out=DM&-out=SAO&-out=HD&-out=name&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=IV/22/index
#-source=IV/22/index
#-out=FK5
#-out=RAJ2000
#-out=pmRA
#-out=DEJ2000
#-out=pmDE
#-out=Vmag
#-out=Sp
#-out=DM
#-out=SAO
#-out=HD
#-out=name
#

#RESOURCE=yCat_4022
#Name: IV/22
#Title: FK5 - SAO - HD - Common Name Cross Index (Smith 1996)
#Table	IV_22_index:
#Name: IV/22/index
#Title: The catalog
#Column	FK5	(I4)	The FK5 number (Cat. I/149, I/175) (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right Ascension hours (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	pmRA	(F7.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmDE	(F7.2)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	Vmag	(F5.2)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	Sp	(A2)	Spectral type	[ucd=src.spType]
#Column	DM	(a10)	Durchmusterung Identification (1)	[ucd=meta.id]
#Column	SAO	(I6)	? SAO number (Cat. I/131) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HD	(I6)	? HD number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	name	(a20)	Common name or variable name	[ucd=meta.id]
FK5|RAJ2000|pmRA|DEJ2000|pmDE|Vmag|Sp|DM|SAO|HD|name
 523|14 12 53.752|  0.056|-10 16 25.44|  14.04| 4.19|K0|SD-09 3878|158427|124294|
 526|14 15 39.677| -7.714|+19 10 56.71|-199.84|-0.04|K0|BD+19 2777|100944|124897|ARCTURUS
 525|14 16 00.918| -0.027|-06 00 02.04| -43.18| 4.08|F5|SD-05 3843|139824|124850|SYRMA
 528|14 16 09.922| -1.601|+51 22 02.17|   9.21| 4.75|A5|BD+52 1784| 29071|125161|
 527|14 16 23.020| -1.795|+46 05 17.97|  16.11| 4.18|A0|BD+46 1949| 44965|125162|
1370|14 17 59.814|  0.030|+35 30 34.29|   1.57| 4.81|K0|BD+36 2468| 64053|125351|
1369|14 18 38.264| -0.415|-18 42 57.65|  -4.17| 5.90|A0|BD-18 3789|158481|125248|CS VIRGO
1371|14 19 06.593| -0.105|-13 22 15.99|   3.00| 4.52|A2|BD-12 4018|158489|125337|
1372|14 19 16.286|  0.725|+13 00 15.43|  -3.02| 5.41|F0|BD+13 2782|100975|125451|
 529|14 20 19.524| -0.164|-56 23 11.59|  -0.94| 4.33|B5|CP-55 5984|241641|125288|
1373|14 20 33.435| -0.530|-37 53 07.25|  -1.22| 4.05|A0|CD-37 9336|205453|125473|
1374|14 23 25.630| -0.058|-11 42 50.66|  -5.79| 6.21|K0|BD-11 3729|158528|126035|
1375|14 24 11.347| -0.518|+05 49 12.34|   0.54| 5.10|A3|BD+06 2875|120434|126248|
1376|14 24 48.627| -0.406|-24 48 22.71|  -1.57| 5.32|K0|CD-2411469|182517|126218|
 530|14 25 06.304| -0.208|-68 11 43.26|  -0.29| 5.61|A2|CP-67 2574|252735|125835|
 531|14 25 11.792| -2.545|+51 51 02.77| -39.73| 4.05|F8|BD+52 1804| 29137|126660|
1377|14 26 08.230| -0.118|-45 13 17.18|  -1.28| 4.56|B3|CD-44 9323|224919|126341|
1378|14 26 27.360| -0.501|+19 13 36.68|   2.54| 5.39|A5|BD+19 2810|101025|126661|
1379|14 27 31.527|  0.231|+75 41 45.57|   2.30| 4.25|K2|BD+76  527|  8024|127700|
 532|14 28 10.426| -0.182|-29 29 29.87|  -2.28| 4.97|B8|CD-2810712|182570|126769|
 533|14 28 12.144| -0.925|-02 13 40.67|  -0.20| 4.81|K0|BD-01 2957|139951|126868|
 536|14 31 42.804| -0.663|+60 13 32.29|   2.08| 6.27|F0|BD+60 1547| 16411|127929|
 534|14 31 49.792| -0.772|+30 22 17.12|  11.94| 3.58|K0|BD+31 2628| 64202|127665|
 535|14 32 04.674| -0.966|+38 18 29.74|  15.32| 3.03|F0|BD+38 2565| 64203|127762|SEGINUS
1380|14 34 40.820|  1.451|+29 44 42.46|  13.25| 4.46|F0|BD+30 2536| 83416|128167|
 537|14 35 30.429| -0.311|-42 09 28.39|  -3.46| 2.31|B3|CD-41 8917|225044|127972|
1381|14 36 59.787| -5.947|-12 18 19.44|  36.47| 6.20|F8|BD-11 3770|158677|128429|
 540|14 38 50.225| -0.629|+44 24 16.25|  -1.66| 5.39|A0|BD+45 2204| 45153|129002|
 538|14 39 35.885|-49.826|-60 50 07.44|  69.93| 0.00|G0|CP-60 5483|252838|128620|RIGEL KENTAURUS
1382|14 41 43.532| -1.067|+11 39 38.28| -11.36| 5.56|G5|BD+12 2729|101152|129336|
 541|14 41 55.768| -0.208|-47 23 17.51|  -1.82| 2.30|B2|CD-46 9501|225128|129056|
 539|14 42 30.408| -3.025|-64 58 30.51| -23.18| 3.19|F0|CP-64 2977|252852| 19771|
 545|14 43 03.629|  0.729|-05 39 29.56| -31.60| 3.88|F5|SD-05 3936|140090|129502|
1383|14 43 25.367| -0.099|+26 31 40.10|  -1.72| 4.81|M0|BD+27 2413| 83488|129712|W BOOTES
 544|14 43 39.435| -0.523|-35 10 25.37| -18.02| 4.05|K0|CD-34 9868|205871|129456|
1384|14 45 13.716|  0.359|+32 47 17.81|  -7.19| 6.28|M0|BD+33 2489| 64306|130084|
 547|14 46 14.935| -0.758|+01 53 34.16|  -2.64| 3.72|A0|BD+02 2862|120648|130109|
 546|14 47 01.306| -0.172|-52 23 00.87|  -8.23| 5.21|K0|CD-51 8457|241992|129893|
1385|14 47 44.817|  0.308|-26 05 14.98|  -0.69| 5.24|G5|CD-2510537|182882|130259|
 542|14 47 51.638| -0.406|-79 02 41.15|  -1.55| 3.83|K5|CP-78  893|257193|129078|
1386|14 49 06.744| -2.136|+37 48 40.26|  11.06| 6.16|F0|BD+38 2593| 64344|130817|
1644|14 50 20.403|  9.018|+82 30 42.97| -22.25| 5.64|G0|BD+83  431|  2459|133002|
1387|14 50 41.207| -0.680|-15 59 50.14|  -6.58| 5.15|F5|BD-15 3966|158836|130819|
 550|14 50 42.346| -0.763|+74 09 19.78|   1.22| 2.08|K5|BD+74  595|  8102|131873|KOCHAB
 548|14 50 52.713| -0.734|-16 02 30.42|  -6.68| 2.75|A3|BD-15 3966|158840|130841|ZUBENELGENUBI
 549|14 51 26.422| -1.596|+59 17 38.36|  13.89| 5.46|K2|BD+59 1615| 29315|131507|
1388|14 53 39.819| -0.141|+06 14 30.40|   0.32| 6.63|K0|BD+06 2957|120719|131476|
1389|14 55 44.715|  0.160|-33 51 20.94|  -0.03| 5.32|A0|CD-3310169|206099|131625|
 551|14 56 13.233| -0.090|+14 26 46.54|  -0.05| 5.77|A0|BD+15 2796|101293|131951|
1390|14 56 46.118|  0.076|-11 24 35.05|   0.83| 5.46|K0|BD-10 3989|158915|131918|
1392|14 57 03.600| -0.163|+21 33 19.43|  -2.78| 6.49|A0|BD+22 2764| 83596|132145|
1391|14 57 28.031|  7.486|-21 24 55.95|-172.95| 5.78|K5|SD-20 4125|183040|131977|33 G LIB
1393|14 57 33.258|  0.416|-00 10 03.42|  -2.57| 5.53|K0|BD+00 3277|120758|132132|
 554|14 57 34.995| -1.295|+65 55 56.79|   3.20| 4.60|M3|BD+66  878| 16558|132813|RR UMI
 552|14 58 31.929| -0.317|-43 08 02.40|  -3.93| 2.68|B2|CD-42 9853|225335|132058|
 553|14 59 09.691| -0.169|-42 06 15.37|  -2.44| 3.13|B3|CD-41 9342|225344|132200|
1394|15 00 58.354| -0.426|-08 31 08.28|  -0.49| 4.90|A0|SD-07 3938|140270|132742|
 555|15 01 56.757| -0.356|+40 23 26.10|  -2.78| 3.50|G5|BD+40 2840| 45337|133208|NEKKAR
 556|15 04 04.218| -0.540|-25 16 55.12|  -4.30| 3.29|M3|CD-2411834|183139|133216|
 557|15 04 26.745| -1.303|+26 56 51.43|  -0.58| 4.54|K0|BD+27 2447| 83645|133582|
1395|15 05 25.830| -0.662|+48 09 03.59|   3.08| 5.57|A0|BD+48 2262| 45370|133962|
1397|15 06 16.708|  0.552|+54 33 22.86|   1.54| 5.25|G5|BD+55 1730| 29407|134190|
1396|15 07 18.069|  1.362|+24 52 08.96| -16.52| 4.93|F0|BD+25 2873| 83671|134083|
1398|15 11 56.081| -0.963|-48 44 16.29|  -4.90| 3.87|B9|CD-48 9704|225525|134481|
 559|15 12 13.289| -0.253|-19 47 30.26|  -3.90| 4.54|A0|BD-19 4047|159090|134759|
 558|15 12 17.106| -1.215|-52 05 57.38|  -7.28| 3.41|K0|CD-51 8830|242304|134505|
1399|15 14 37.334| -0.041|-31 31 09.01|   0.13| 4.91|F0|CD-3111813|206445|135153|
 565|15 14 38.326|  3.833|+67 20 48.28| -39.00| 5.13|G0|BD+67  876| 16660|136064|
 562|15 15 11.363| -0.120|+04 56 21.67|   0.47| 5.33|K0|BD+05 2985|120916|135482|
 563|15 15 30.170|  0.689|+33 18 53.30| -11.20| 3.47|K0|BD+33 2561| 64589|135722|
 564|15 17 00.421| -0.649|-09 22 58.54|  -1.91| 2.61|B8|SD-08 3935|140430|135742|ZUBENESCHAMALI
 561|15 17 30.839| -1.288|-58 48 04.48| -13.67| 4.07|A3|CP-58 5875|242384|135379|
1400|15 18 24.509| -0.082|+20 34 21.92|  -2.02| 5.70|G5|BD+21 2755| 83755|136138|
1401|15 18 41.937| -0.595|+10 25 39.68|   0.09| 7.13|F8|BD+10 2823|101481|136160|
 560|15 18 54.551| -1.318|-68 40 46.38|  -3.09| 2.89|A0|CP-68 2383|253097|135382|
 569|15 20 43.713| -0.401|+71 50 02.49|   2.02| 3.05|A2|BD+72  679|  8220|137422|PHERKAD
1402|15 21 22.330| -0.132|-40 38 51.39|  -2.62| 3.22|B2|CD-40 9538|225691|136298|
 566|15 21 48.377| -0.739|-36 15 41.03|  -8.43| 3.56|K5|CD-3510236|206552|136422|
1404|15 22 57.083|  0.167|-26 41 19.72|   0.57| 6.52|K0|CD-2610842|183423|136703|
1405|15 23 01.788|  0.009|-15 08 02.60|   2.00| 6.47|K2|BD-14 4188|159212|136801|
1403|15 23 09.351| -0.149|-36 51 30.73|  -2.31| 4.54|B3|CD-3610103|206580|136664|
1406|15 23 43.712|  0.505|-01 01 20.66|  -2.98| 6.12|F0|BD-00 2961|140502|137006|
 568|15 24 29.434| -1.221|+37 22 37.79|   8.69| 4.31|F0|BD+37 2636| 64686|137391|ALKALUROPS
 571|15 24 55.763| -0.117|+58 57 57.83|   1.73| 3.29|K0|BD+59 1654| 29520|137759|EDASICH
 570|15 25 47.401| -0.088|+15 25 40.87|  -0.68| 5.17|M0|BD+15 2858|101545|137471|
 572|15 27 49.739| -1.369|+29 06 20.59|   8.63| 3.68|F0|BD+29 2670| 83831|137909|NUSAKAN
1407|15 28 15.411|  0.119|-16 42 59.43|  -3.23| 5.64|K0|BD-16 4089|159280|137744|
 920|15 28 19.123|-18.526|-88 07 58.89|  -7.75| 6.48|A2|CP-87  235|258720|129723|
1408|15 30 55.444|  0.228|+08 34 44.70|  -0.31| 6.57|F2|BD+09 3055|121038|138290|
 573|15 30 55.762|  0.099|+40 49 59.03|  -0.71| 5.02|K5|BD+41 2611| 45580|138481|
 567|15 31 30.782| -0.130|-73 23 22.46|  -1.31| 5.49|B5|CP-72 1802|257289|137387|
 576|15 32 55.785| -0.148|+31 21 32.71|  -1.06| 4.14|B5|BD+31 2750| 64769|138749|
1409|15 34 10.706|  2.089|-10 03 52.39| -23.42| 4.62|K0|SD-09 4171|140609|138716|
 578|15 34 41.276|  0.906|+26 42 52.94|  -8.86| 2.23|A0|BD+27 2512| 83893|139006|ALPHECCA
 577|15 35 31.579|  0.445|-14 47 22.40|   0.88| 3.91|K0|BD-14 4237|159370|138905|
1410|15 36 12.107| -0.423|-44 23 48.64|  -5.71| 5.43|K5|CD-4310036|225957|138816|
 574|15 36 43.219|  0.385|-66 19 01.44|  -5.50| 4.11|K0|CP-65 3102|253226|138538|
 579|15 37 01.463| -0.069|-28 08 06.15|   0.27| 3.58|K2|CD-2710464|183619|139063|
 580|15 37 49.602|  0.548|+40 21 12.44|   6.19| 5.24|G5|BD+40 2907| 45643|139641|
1412|15 38 16.221|  0.880|+46 47 51.77| -12.56| 5.75|F0|BD+47 2253| 45650|139798|
1411|15 38 49.475| -0.388|-52 22 21.86|  -3.45| 5.44|A0|CD-51 9324|242793|139129|
1413|15 41 56.798| -0.264|-19 40 43.88| -10.31| 4.74|K5|BD-19 4188|159442|139997|
1666|15 43 16.844|  9.072|-84 27 54.93|   9.75| 5.57|A2|CP-84  510|258731|137333|
1645|15 43 27.066|  0.497|+82 56 50.23|   0.11| 7.47|A2|BD+83  453|  2606|143173|
 590|15 44 03.502|  0.618|+77 47 40.11|  -0.12| 4.32|A2|BD+78  527|  8328|142105|
 582|15 44 16.087|  0.917|+06 25 32.31|   4.68| 2.65|K0|BD+06 3088|121157|140573|UNUKALHAI
 583|15 46 11.262|  0.463|+15 25 18.56|  -4.50| 3.67|A2|BD+15 2911|101725|141003|
 587|15 46 39.990|  0.570|+62 35 58.42|  -5.51| 5.19|A2|BD+63 1225| 16848|141653|
 584|15 48 44.385| -0.356|+18 08 29.60|  -8.81| 4.09|K5|BD+18 3074|101752|141477|
 585|15 49 37.225| -0.574|-03 25 48.81|  -2.40| 3.54|A0|SD-02 4052|140787|141513|
 588|15 50 48.970|  0.858|+04 28 39.84|   6.28| 3.71|A2|BD+04 3069|121218|141795|
 586|15 50 57.538| -0.052|-33 37 37.84|  -3.01| 3.95|B9|CD-3310754|207040|141556|
1414|15 51 13.935| -0.056|+35 39 26.58| -34.71| 4.82|K0|BD+36 2652| 64948|142091|
1416|15 52 40.542|  3.976|+42 27 05.64|  63.21| 4.62|G0|BD+42 2648| 45772|142373|
1415|15 53 20.061| -0.079|-20 10 01.50|  -2.35| 5.03|B3|BD-19 4249|183895|142096|
 589|15 55 08.547| -2.847|-63 25 50.37| -39.76| 2.85|F0|CP-62 5006|253346|141891|
 591|15 56 27.187|  2.158|+15 39 41.88|-128.14| 3.85|F5|BD+16 2849|101826|142860|
 593|15 57 35.257| -0.570|+26 52 40.34|  -6.15| 4.15|K0|BD+27 2558| 84098|143107|
 595|15 57 47.433| -1.730|+54 44 59.24|  10.98| 4.95|A5|BD+55 1793| 29727|143466|
1417|15 58 11.374| -0.083|-14 16 45.73|  -1.50| 4.88|B3|BD-13 4302|159607|142983|
 592|15 58 51.120| -0.084|-26 06 50.75|  -2.55| 2.89|B2|CD-2511228|183987|143018|
1418|15 59 30.267| -0.357|-41 44 40.07|  -1.79| 4.99|G5|CD-4110478|226425|143009|
1419|16 00 19.598| -4.382|-16 32 00.11| -39.44| 5.47|F8|BD-16 4196|159625|143333|
 594|16 00 20.008| -0.085|-22 37 18.04|  -2.22| 2.32|B0|SD-22 4068|184014|143275|
1420|16 00 47.637| -0.095|-08 24 40.96|  -1.33| 5.55|A0|SD-07 4162|140897|143459|
 598|16 01 53.335| -4.095|+58 33 54.96|  33.55| 4.01|F8|BD+58 1608| 29765|144284|
 597|16 05 26.233| -0.039|-19 48 19.50|  -1.91| 2.62|B1|BD-19 4307|159682|144217|GRAFFIAS
 596|16 06 29.441|  0.022|-45 10 23.64|   2.83| 4.72|A3|CD-4410625|226500|144197|
 599|16 06 35.543| -0.140|-36 48 08.29|  -2.94| 4.23|B3|CD-3610642|207332|144294|
1421|16 08 04.534| -0.224|+17 02 49.03|  -0.67| 5.00|G5|BD+17 2964|101951|145001|
 601|16 08 46.178| -0.239|+44 56 05.72|   3.77| 4.26|B9|BD+45 2376| 45911|145389|
1423|16 08 58.301| -0.441|+36 29 27.22|  33.32| 4.76|K0|BD+36 2699| 65108|145328|
1422|16 09 11.186|  1.585|+06 22 43.81| -73.80| 5.97|G5|BD+06 3169|121392|145148|
 606|16 10 49.533| -0.016|+75 52 39.15|   1.28| 5.48|B8|BD+76  594|  8446|146926|
 600|16 13 28.741| -0.027|-54 37 49.80|  -2.39| 4.94|K0|CP-54 7245|243454|145397|
 603|16 14 20.743| -0.294|-03 41 39.55| -14.30| 2.74|M0|SD-03 3903|141052|146051|YED PRIOR
 602|16 15 26.268|  0.031|-63 41 08.31|  -1.12| 3.85|G0|CP-63 3854|253474|145544|
1425|16 16 16.720| -0.095|+23 07 21.85|  -1.15| 6.56|K0|BD+23 2916| 84274|146604|
 612|16 17 30.323| -2.293|+75 45 18.94|  25.24| 4.95|F0|BD+76  596|  8470|148048|
 605|16 18 19.290|  0.566|-04 41 32.99|   4.10| 3.24|K0|SD-04 4086|141086|146791|YED POSTERIOR
1426|16 19 32.749|  0.659|-30 54 24.34|   2.30| 5.49|F2|CD-3013041|207558|146836|
 608|16 19 44.440| -0.109|+46 18 48.21|   4.00| 3.89|B5|BD+46 2169| 46028|147394|
 604|16 19 50.443| -1.614|-50 09 19.98|  -5.32| 4.02|K0|CD-4910536|243643|146686|
1424|16 20 20.764| -0.474|-78 41 44.68|  -3.51| 4.68|M3|CP-78 1092|257380|145366|
 607|16 21 11.317| -0.076|-25 35 34.17|  -2.07| 2.89|B1|CD-2511485|184336|147165|
 609|16 21 55.216| -0.330|+19 09 11.20|   4.32| 3.75|F0|BD+19 3086|102107|147547|
1427|16 22 04.354| -1.036|+01 01 44.52|   5.00| 4.82|F0|BD+01 3215|121540|147449|
1428|16 22 56.505|  0.182|+32 19 58.83|  -0.74| 6.39|A2|BD+32 2716| 65262|147835|
1429|16 24 10.831|  0.019|+06 56 53.45|   1.41| 5.85|A0|BD+07 3164|121568|147869|
 614|16 24 25.337|  0.140|+55 12 18.42|   2.25| 5.74|A2|BD+55 1845| 29931|148330|
 613|16 25 24.962|  0.302|+14 01 59.75|  -5.94| 4.57|A0|BD+14 3049|102153|148112|
 619|16 27 59.003| -0.455|+68 46 05.31|   3.57| 5.00|B8|BD+69  850| 17107|149212|
 610|16 28 28.123|  3.837|-70 05 03.98|  10.83| 4.91|G0|CP-69 2558|253554|147584|
 616|16 29 24.439| -0.071|-26 25 55.15|  -2.03| 0.90|M0|CD-2611359|184415|148478|ANTARES
1430|16 29 46.932|  0.253|-14 33 03.00|   1.44| 5.68|G0|BD-14 4433|159948|148604|
 618|16 30 13.201| -0.702|+21 29 22.56|  -1.46| 2.77|K0|BD+21 2934| 84411|148856|KORNEPHOROS
 623|16 30 38.788| -3.191|+77 26 47.50|  27.61| 6.34|G5|BD+77  627|  8548|150275|
1431|16 31 22.941| -0.075|-34 42 15.61|  -1.68| 4.23|B3|CD-3411044|207732|148703|
1432|16 32 25.660|  0.298|+60 49 24.00|  -0.96| 5.94|A0|BD+61 1598| 17130|149650|
 611|16 33 27.043| -4.527|-78 53 49.66|  -7.56| 3.89|K0|CP-78 1103|257407|147675|
 621|16 34 06.189| -0.096|+42 26 13.31|   4.55| 4.20|A0|BD+42 2724| 46161|149630|
 620|16 35 52.960| -0.064|-28 12 57.72|  -2.21| 2.82|B0|CD-2711015|184481|149438|
1433|16 36 21.455|  3.055|-02 19 28.60| -30.98| 5.75|K0|SD-02 4211|141269|149661|
 622|16 37 09.542|  0.092|-10 34 01.56|   2.63| 2.56|B0|BD-10 4350|160006|149757|
1434|16 38 44.851| -0.475|+48 55 42.20|   3.11| 4.90|M0|BD+49 2531| 46210|150450|
 624|16 41 34.390| -0.140|-17 44 31.85|  -0.08| 4.96|K0|BD-17 4618|160046|150416|
 626|16 42 53.772|  0.318|+38 55 20.30|  -8.25| 3.53|K0|BD+39 3029| 65504|150997|
 627|16 45 17.802|  0.225|+56 46 54.79|   6.56| 4.85|F0|BD+57 1702| 30076|151613|
 912|16 45 58.142|  0.816|+82 02 14.22|   0.55| 4.23|G5|BD+82  498|  2770|153751|
1436|16 47 09.752| -0.070|+02 03 52.30|  -1.42| 6.10|A2|BD+02 3175|121859|151431|
 625|16 48 39.869|  0.260|-69 01 39.82|  -3.40| 1.92|K2|CP-68 2822|253700|150798|ATRIA
1437|16 49 35.002| -0.102|-21 51 08.54|  -1.56| 7.42|M0|SD-21 4422|184681|151658|
1435|16 49 47.147|  0.487|-59 02 29.13|  -2.85| 3.76|K5|CP-58 6906|244168|151249|
1438|16 49 50.035|  0.652|-10 46 58.91|  -9.27| 4.65|F5|BD-10 4394|160118|151769|
 628|16 50 09.820| -4.930|-34 17 35.72| -25.54| 2.29|K0|CD-3411285|208078|151680|
1440|16 51 45.266|  0.079|+24 39 23.12|   0.56| 5.04|K0|BD+24 3069| 84651|152326|
1439|16 51 52.235| -0.091|-38 02 50.74|  -2.45| 3.08|B3|CD-3711033|208102|151890|
 629|16 52 04.851|  0.115|+14 58 27.09|   0.44| 6.53|A0|BD+15 3063|102435|152308|
1441|16 52 58.057| -0.711|+31 42 06.03|  -1.70| 5.32|F0|BD+31 2925| 65627|152598|
1442|16 54 00.482| -0.343|+10 09 55.16|  -3.58| 4.38|B8|BD+10 3092|102458|152614|
 633|16 57 40.102| -1.969|+09 22 30.09|  -1.05| 3.20|K0|BD+09 3298|121962|153210|
1444|16 58 17.950| -0.090|-50 38 28.44|  -4.12| 5.54|B9|CD-5010924|244313|152824|
 631|16 58 37.208| -0.232|-55 59 24.51|  -3.61| 3.13|K5|CP-55 7766|244315|152786|
 632|16 59 35.066|  0.045|-53 09 37.82|   1.68| 4.06|K2|CP-5210372|244331|152980|
 634|17 00 17.380| -0.362|+30 55 35.10|   2.76| 3.92|A0|BD+31 2947| 65716|153808|
1443|17 00 54.600| -1.087|-76 13 07.51| -15.87| 6.91|F8|CP-76 1186|257449|152260|
 921|17 00 58.461|  0.557|-86 21 51.55|  -0.06| 6.04|A0|CP-86  333|258751|148542|
1445|17 01 03.598| -0.272|-04 13 21.43|  -7.49| 4.82|K0|SD-04 4215|141483|153687|
1446|17 01 36.362|  0.024|+33 34 05.83|   0.18| 5.29|A2|BD+33 2817| 65736|154029|
1448|17 05 04.952|  0.054|+43 48 44.12|   0.02| 6.43|A0|BD+44 2652| 46478|154713|
 635|17 05 22.694|  0.350|+12 44 27.03|  -1.01| 4.91|A3|BD+12 3142|102584|154494|
1447|17 06 53.244|  0.004|-26 30 46.89|  -1.07| 6.29|A0|CD-2611880|185033|154481|
 636|17 07 46.684| -0.332|+40 30 57.92|  -3.27| 6.34|A2|BD+40 3103| 46502|155102|
1449|17 08 14.865|  0.044|-17 36 32.54|  -3.24| 5.99|K0|BD-17 4717|160305|154779|
 639|17 08 47.196| -0.324|+65 42 52.79|   2.18| 3.17|B5|BD+65 1170| 17365|155763|
1450|17 09 47.959|  0.385|-10 31 23.83| -10.54| 5.56|F5|BD-10 4445|160324|155078|
1451|17 11 45.246|  0.233|+07 53 41.11|   1.39| 6.33|K0|BD+08 3367|122164|155500|
 638|17 12 09.209|  0.223|-43 14 20.99| -28.67| 3.33|F2|CD-4311485|227707|155203|
 641|17 15 01.911| -0.151|+24 50 21.17| -15.69| 3.14|A2|BD+25 3221| 84951|156164|
 643|17 15 02.839| -0.215|+36 48 33.01|   0.36| 3.16|K5|BD+36 2844| 65890|156283|
1453|17 16 31.717| -0.010|+01 12 37.94|  -1.32| 5.91|B8|BD+01 3408|122226|156247|U OPH
 914|17 16 56.834| -8.952|+89 02 15.66|  -0.44| 6.38|M3|BD+88  112|  3020|183030|
1452|17 17 03.656| -0.762|-32 39 46.31|  -5.62| 5.55|F5|CD-3212545|208626|156098|
1454|17 20 18.871|  0.060|+18 03 25.54|  -5.50| 5.00|M0|BD+18 3351|102757|157049|
1456|17 20 39.571|  1.081|+32 28 03.88|-104.08| 5.39|G0|BD+32 2896| 65963|157214|
 644|17 22 00.587| -0.026|-24 59 58.25|  -1.99| 3.27|B3|CD-2413292|185320|157056|
 642|17 22 05.852| -0.124|-70 07 23.57|  -1.15| 5.41|B8|CP-69 2719|257491|156190|
 645|17 25 17.999| -0.096|-55 31 47.61|  -2.53| 2.85|K2|CP-55 8100|244725|157244|
1458|17 25 57.881|  0.421|-01 39 06.44|   5.11| 6.44|F5|BD-01 3329|141661|157856|
1457|17 26 22.222| -0.001|-24 10 31.13| -11.64| 4.17|F0|CD-2413337|185401|157792|
1459|17 26 30.885|  0.027|+04 08 25.22|   0.69| 4.34|K0|BD+04 3422|122387|157999|
 647|17 26 37.881| -0.617|-05 05 11.75|  -4.29| 4.54|F0|SD-04 4275|141665|157950|
 650|17 26 44.249|  0.023|+48 15 36.26|  -0.40| 5.85|A2|BD+48 2517| 46723|158414|
 646|17 27 21.287|  0.155|-29 52 01.49| -13.92| 4.29|F5|CD-2913557|185412|157919|
 653|17 30 25.955| -0.171|+52 18 05.12|   1.48| 2.79|G0|BD+52 2065| 30429|159181|RASTABAN
1460|17 30 44.318|  0.148|+26 06 38.39|   1.83| 4.41|K0|BD+26 3034| 85163|158899|
 649|17 30 45.843| -0.012|-37 17 45.03|  -3.10| 2.69|B3|CD-3711638|208896|158408|LESATH
 648|17 31 05.894| -0.800|-60 41 01.69|  -9.62| 3.62|B8|CP-60 6842|253945|158094|
1455|17 31 27.308| -0.550|-80 51 32.94|  -4.40| 5.88|M3|CP-80  828|258769|156513|
 651|17 31 50.509| -0.320|-49 52 34.29|  -7.02| 2.95|B3|CD-4911511|228069|158427|
 659|17 31 57.866| -0.220|+68 08 06.11|  13.42| 5.05|K0|BD+68  938| 17526|159966|
 655|17 32 10.554|  1.717|+55 11 03.41|   5.67| 4.88|A5|BD+55 1945| 30447|159541|
 913|17 32 12.872|  0.966|+86 35 11.32|   5.57| 4.36|A0|BD+86  269|  2937|166205|
 657|17 32 16.017|  1.729|+55 10 22.60|   5.65| 4.87|A5|BD+55 1945| 30450|159560|
1462|17 33 07.257| -0.601|+41 14 36.50|  -6.00| 5.74|K0|BD+41 2850| 46792|159501|
 652|17 33 36.534| -0.011|-37 06 13.72|  -2.92| 1.63|B2|CD-3711673|208954|158926|SHAULA
1461|17 34 46.357|  0.037|-11 14 31.09|   0.55| 5.55|B8|BD-11 4411|160653|159358|
 656|17 34 56.076|  0.822|+12 33 36.14| -22.64| 2.08|A5|BD+12 3252|102932|159561|RASALHAGUE
 664|17 36 57.082|  0.035|+68 45 28.72|  32.30| 4.80|F5|BD+68  949| 17576|160922|
 654|17 37 19.151|  0.136|-42 59 52.21|  -0.18| 1.87|F0|CD-4212312|228201|159532|
 658|17 37 35.202| -0.289|-15 23 54.78|  -5.82| 3.54|A5|BD-15 4621|160700|159876|
 663|17 39 27.892| -0.047|+46 00 22.90|   0.53| 3.80|B3|BD+46 2349| 46872|160762|
 670|17 41 56.342|  0.540|+72 08 55.89| -26.72| 4.58|F5|BD+72  804|  8890|162003|
